timestamp,open,high,low,close,volume
1767884400000,134.03,136.55,133.4,136.41,208878.7
1767888000000,136.41,138.22,136.25,138.19,200574.021
1767891600000,138.19,138.83,137.27,138.72,178988.651
1767895200000,138.72,139.06,137.9,138.08,142072.66
1767898800000,138.09,138.41,137.2,137.53,113751.753
1767902400000,137.53,137.86,136.52,137.69,132032.944
1767906000000,137.69,139.84,137.69,139.61,143222.135
1767909600000,139.61,140.07,138.3,138.87,189954.697
1767913200000,138.87,139.19,138.24,138.37,149986.725
1767916800000,138.37,139.35,138.28,139.13,103915.389
1767920400000,139.13,139.6,137.74,138.29,162596.573
1767924000000,138.28,139.54,138.21,138.98,113541.932
1767927600000,138.97,141.17,138.9,140.81,277494.874
1767931200000,140.81,141.08,139.65,139.76,135037.317
1767934800000,139.75,140.16,139.46,139.95,69128.256
1767938400000,139.95,140.86,139.66,140.7,67231.412
1767942000000,140.71,140.73,139.54,139.54,100116.473
1767945600000,139.55,139.68,137.04,137.93,291724.205
1767949200000,137.94,139.08,137.9,138.43,140247.94
1767952800000,138.43,139.0,138.13,138.72,62350.548
1767956400000,138.73,138.91,138.07,138.28,126942.872
1767960000000,138.27,138.64,137.58,137.72,71511.069
1767963600000,137.72,139.44,137.66,138.64,219601.688
1767967200000,138.64,138.64,136.46,136.87,241081.187
1767970800000,136.86,140.89,136.13,138.82,433149.695
1767974400000,138.82,140.25,138.72,139.95,154716.873
1767978000000,139.95,140.08,137.35,138.5,219286.104
1767981600000,138.5,138.5,135.79,136.83,319016.542
1767985200000,136.83,136.83,135.44,135.81,83723.138
1767988800000,135.8,136.07,134.98,135.61,196665.748
1767992400000,135.61,136.45,135.4,136.0,70179.71
1767996000000,136.01,136.23,135.57,136.17,45662.573
1767999600000,136.16,136.45,135.77,135.97,73625.878
1768003200000,135.96,136.13,135.68,135.9,46804.167
1768006800000,135.9,136.49,135.76,136.47,54354.726
1768010400000,136.46,136.69,135.92,136.39,53371.958
1768014000000,136.4,136.4,135.92,136.15,51754.129
1768017600000,136.15,136.19,135.75,135.86,27102.894
1768021200000,135.86,136.34,135.78,135.94,25916.619
1768024800000,135.95,136.2,135.75,135.99,40571.232
1768028400000,136.0,136.26,135.96,136.09,33870.349
1768032000000,136.09,136.38,136.0,136.23,23629.925
1768035600000,136.23,136.66,136.1,136.62,61219.46
1768039200000,136.63,137.05,136.42,137.01,84107.478
1768042800000,137.01,137.01,136.4,136.58,34510.738
